day,beta,q_expanding,q_rolling_1,q_rolling_3,q_rolling_7,q_rolling_14,m_expanding,m_rolling_1,m_rolling_3,m_rolling_7,m_rolling_14
4,0.2689414322376251,0.20000606775283813,0.20000606775283813,0.20000606775283813,0.20000606775283813,0.20000606775283813,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
5,0.2977309226989746,0.28758037090301514,0.04066140949726105,0.09659810364246368,0.28758037090301514,0.28758037090301514,0.21835242211818695,0.16657181084156036,0.17837093770503998,0.21835242211818695,0.21835242211818695
6,0.2569144368171692,0.3196919560432434,0.012496110051870346,0.028428751975297928,0.3196919560432434,0.3196919560432434,0.24087360501289368,0.13234896957874298,0.1450302004814148,0.24087360501289368,0.24087360501289368
7,0.20340825617313385,0.32172659039497375,0.009201973676681519,0.025617562234401703,0.32172659039497375,0.32172659039497375,0.2601858377456665,0.10293108224868774,0.11651142686605453,0.2601858377456665,0.2601858377456665
8,0.19663280248641968,0.3088482916355133,0.014100756496191025,0.05935507267713547,0.3088482916355133,0.3088482916355133,0.27199333906173706,0.08137410879135132,0.1026458814740181,0.27199333906173706,0.27199333906173706
9,0.22433103621006012,0.3486492931842804,0.023763000965118408,0.09299074113368988,0.18594789505004883,0.3486492931842804,0.2898220419883728,0.06793123483657837,0.10039262473583221,0.2520321011543274,0.2898220419883728
10,0.26406097412109375,0.4087778627872467,0.023427831009030342,0.055100586265325546,0.10391589254140854,0.4087778627872467,0.3158782720565796,0.05820835009217262,0.09047934412956238,0.2195557802915573,0.3158782720565796
11,0.3089224100112915,0.44467633962631226,0.019089335575699806,0.028708362951874733,0.06284980475902557,0.44467633962631226,0.34254521131515503,0.05012599006295204,0.07771710306406021,0.1870664805173874,0.34254521131515503
12,0.3528837263584137,0.4421578347682953,0.02216806821525097,0.031865861266851425,0.06164969503879547,0.4421578347682953,0.36227232217788696,0.04451831802725792,0.06856419891119003,0.16237285733222961,0.36227232217788696
13,0.386212557554245,0.414214551448822,0.030982036143541336,0.06184767559170723,0.07874135673046112,0.414214551448822,0.37166666984558105,0.04213203489780426,0.06746460497379303,0.147070050239563,0.37166666984558105
